id,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url,refined_content
rec-50214811,,[로토토베베] 온라인MD (3년이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214811,"['AMD', '상품관리', '소셜커머스', '쇼핑몰', '오픈마켓']","(주)루컴즈LNH 는 우수한 품질과 고객중심 서비스를 바탕으로 다양한 온·오프라인채널 (이마트트레이더스, 코스트코, 쿠팡 등)에

TV, 냉장고, 세탁기 등을 판매하는 종합가전기업입니다. (www.lucomsmall.com)

B2B영업
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 학력 무관
ㆍ경력 : 7년 이상
B2B영업 
ㆍ담당제품군 : 가전제품 (TV, 냉장고, 에어컨 등)

ㆍ담당업무 
ㆍB2B 거래처 관련 신규 거래선 발굴
ㆍ기존 거래선 판매관리 및 영업전략 수립
ㆍ오프라인 거래처 중심의 프로모션 및 행사 관련 기획 · 제안


근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월(급여 100%지급)
ㆍ 근무일시 : 주 5일(월~금) 08:30~17:30
ㆍ 근무지역 : (06675) 서울 서초구 서초대로 16 루컴즈빌딩(방배동) - 서울 7호선 총신대입구(이수) 에서 300m 이내
전형절차
서류전형
1차면접 (실무면접)
2차면접 (임원면접)
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 03월 11일 ~ 03월 24일
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서 및 경력기술서


유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://pds.saramin.co.kr/recruit/recruit/202503/07/ssq7t910_hq93-1ojfxxp_recruit.png'],"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 학력 무관  
근무형태: 정규직(수습기간)-3개월(급여 100%지급)  
근무일시: 주 5일(월~금) 08:30~17:30  
근무지역: (06675) 서울 서초구 서초대로 16 루컴즈빌딩(방배동) - 서울 7호선 총신대입구(이수) 에서 300m 이내  
전형절차: 서류전형, 1차면접 (실무면접), 2차면접 (임원면접), 최종합격  
접수기간: 2025년 03월 11일 ~ 03월 24일  
접수방법: 사람인 입사지원  
이력서양식: 사람인 온라인 이력서 및 경력기술서  

[채용 공고 주요 내용]  
- 주요 업무:  
  - B2B 거래처 관련 신규 거래선 발굴  
  - 기존 거래선 판매관리 및 영업전략 수립  
  - 오프라인 거래처 중심의 프로모션 및 행사 관련 기획 · 제안  

- 자격 요건:  
  - 경력 7년 이상  

- 우대 사항: 정보 없음  "
rec-50214841,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=REZaTXkvamVpSGdVbU9CdjZyT0FGdz09,[서울 서초구] B2B영업 경력자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214841,"['영업직', '가전판매', '영업마케팅', '영업전략', '영업판촉']","날아라정형외과 수술실(스크럽) 간호사(조무사가능) 공고




모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
수술실 스크럽간호사 / PA 간호사 0명



지원자격
ㆍ경력 : 경력 1년 이상
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월, 계약직(정규직 전환가능)-3개월
수습3개월후 근무시간 조정가능(탄력근무제)
ㆍ 근무지역 : (135-818) 서울 강남구 논현동 88-11 k-스퀘어빌딩4,5,6층 - 서울 7호선 학동 에서 100m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 17시 ~ 채용시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://pds.saramin.co.kr/recruit/recruit/202503/11/ssy9qc55_7hhp-1on86cs_recruit.jpg'],"[채용 공고 내용]
채용인원: 0명
학력: 무관
근무형태: 정규직(수습기간)-3개월, 계약직(정규직 전환가능)-3개월
근무일시: 정보 없음
근무지역: 서울 강남구 논현동 88-11 k-스퀘어빌딩 4,5,6층 - 서울 7호선 학동역에서 100m 이내
전형절차: 서류전형, 1차면접, 최종합격
접수기간: 2025년 3월 11일 (화) 17시 ~ 채용시
접수방법: 사람인 입사지원
이력서양식: 자유양식

[채용 공고 주요 내용]
- 주요 업무: 수술실 스크럽 간호사 / PA 간호사 역할 수행
- 자격 요건: 경력 1년 이상
- 우대 사항: 정보 없음"
rec-50214854,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=WjU1bEgxZnIrZTVkTUpaTmNkVUxnZz09,날아라정형외과 수술실(스크럽) 간호사(조무사가능) 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214854,"['간호사', '수술', '정형외과']","서울시 소재 대학교의 취업 컨설턴트 모집
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
서울시 소재 대학교의 취업 컨설턴트 모집 2명
주요업무
ㆍ 구직자와의 상담 진행
ㆍ 취업 정보 제공 및 관리
ㆍ 직업 교육 프로그램 운영
ㆍ 고용 시장 분석 및 연구
ㆍ 상담 결과 기록 및 보고
지원자격
0 취업 컨설턴트 : 2명 
- 학생 개인 진로. 취업 상담, 컨설팅
- 학생 입사지원서 강의 및 클리닉
- 희망 직무별 채용 정보 제공 및 맞춤형 취업 알선
- 취업지원 및 구인정보 제공, 취업알선 등 지원

0 원서 접수
- 이메일 접수 : 김종식 대표이사
E-Mail : erikson@mannworks.co.kr

- 이력서 및 자기소개서(자유양식)
- 서울시 출퇴근 및 근무 가능자
- 직업상담사 2급이상 자격증 소지자 우대
ㆍ기타 필수 사항
- 컴퓨터활용능력 우수, 해당직무 근무경험



근무조건
ㆍ 근무형태 : 계약직-11개월
ㆍ 근무일시 : 주 5일(월~금) 오전 9시~오후 6시
ㆍ 근무지역 : 서울시 소재 대학교 내 상담실
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 17시 ~ 채용시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",,"[채용 공고 내용]
채용인원: 2명  
학력: 무관  
근무형태: 계약직-11개월  
근무일시: 주 5일(월~금) 오전 9시~오후 6시  
근무지역: 서울시 소재 대학교 내 상담실  
전형절차: 서류전형, 1차면접, 최종합격  
접수기간: 2025년 3월 11일 (화) 17시 ~ 채용시  
접수방법: 사람인 입사지원  
이력서양식: 자유양식  

[채용 공고 주요 내용]
- 주요 업무: 
  ㆍ 구직자와의 상담 진행  
  ㆍ 취업 정보 제공 및 관리  
  ㆍ 직업 교육 프로그램 운영  
  ㆍ 고용 시장 분석 및 연구  
  ㆍ 상담 결과 기록 및 보고  

- 자격 요건: 
  ㆍ 컴퓨터활용능력 우수  
  ㆍ 해당직무 근무경험  

- 우대 사항: 
  ㆍ 서울시 출퇴근 및 근무 가능자  
  ㆍ 직업상담사 2급이상 자격증 소지자 우대  "
rec-50214861,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=eE5hL1FsNElXaGFST3k5R3pVWDcxUT09,서울시 소재 대학교의 취업 컨설턴트 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214861,"['직업상담사', '사회복지사']","[AI 소프트웨어 솔루션 기업] 서비스 기획자 (프리랜서)

[기업소개]

- AI 소프트웨어 솔루션 개발


[포지션]

- 서비스 기획자 (프리랜서)


[담당업무]

- 요구사항 분석 및 설계 업무 (안전관리 서비스 구축)

- 서비스 플로우 정의

- Storyboard 작성 및 기능정의

- 정책정의서 작성


[자격요건]

- 8년이상

- 서비스 상세 기획 및 설계/프로젝트 수행 경험

- 의사소통이 원할하고 매사 능동적인 분


[우대사항]

- AI 서비스기획 경험

- 웹에이전시, SI 관련직무 경험

- 구축 프로젝트 경험

- 안전관리 서비스 또는 관제 서비스 등 관련 서비스 경험자


[기타]

- 근무지 : 판교

- 제출서류 : 이력서/경력기술서

- 진행절차 : 서류 - 1차면접

- 지원/문의 : 핀커스코리아 송민후 차장 / mh_song@pincus.co.kr, 010-8674-7292",,"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 정보 없음  
근무형태: 프리랜서  
근무일시: 정보 없음  
근무지역: 판교  
전형절차: 서류 - 1차면접  
접수기간: 정보 없음  
접수방법: 핀커스코리아 송민후 차장 / mh_song@pincus.co.kr, 010-8674-7292  
이력서양식: 이력서/경력기술서  

[채용 공고 주요 내용]  
- 주요 업무: 
  - 요구사항 분석 및 설계 업무 (안전관리 서비스 구축)  
  - 서비스 플로우 정의  
  - Storyboard 작성 및 기능정의  
  - 정책정의서 작성  

- 자격 요건: 
  - 8년 이상  
  - 서비스 상세 기획 및 설계/프로젝트 수행 경험  
  - 의사소통이 원활하고 매사 능동적인 분  

- 우대 사항: 
  - AI 서비스 기획 경험  
  - 웹에이전시, SI 관련 직무 경험  
  - 구축 프로젝트 경험  
  - 안전관리 서비스 또는 관제 서비스 등 관련 서비스 경험자  "
rec-50214879,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=L2M2VzA0MlRicVcydGNKd2hlME1GUT09,[AI 소프트웨어 솔루션 기업] 서비스 기획자 (프리랜서),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214879,['서비스기획'],"[회사소개]
국내 색조 Top-tier 제조기업

[모집부문]
[국내 색조 Top-tier 제조기업_퍼포먼스 마케팅 매니저(미주) 팀장급]

[담당업무]
- 예산에 맞춰 다양한 광고 매체 (Meta, Google, X) 등의 media mix 및 simulation
- 광고 매체 및 고객 특성에 따른 광고 소재 기획, 트렌디한 소재 개발
- 광고 매체 운영 관리 (Meta, Google 등)
- 실시간 운영 데이터 기반으로 광고 효율 최적화
- 매체별 신규 소재 혹은 USP의 테스트 및 성과 측정
- 광고 성과 분석 및 리소스 효율 최적화

[자격요건]
- 현지 인플루언서, 퍼포먼스 마케팅 3년 이상 경력 있으신 분
- 현지 대행사 협업 경험이 있으신 분
- 퍼포먼스 광고 소재 제작 경험 이 있으신 분
- SNS 광고에서 성과 개선 경험 이 있으신 분
- 영어 의사소통에 문제가 없고 영미 문화권에 익숙하신 분

*근무지
서울

*직급
[부장급][차장급]

[제출서류]
MS WORD 파일로 제출. (이력서 - 경력상세 및 자소서 포함)

[제출처]
담당자명 류정현 이사 
전화번호 02-6281-5077

www.nterway.com


━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

㈜엔터웨이파트너스는 주민등록번호 수집 금지 법령과 공정화에 관한 법률에 의거하여, 다음과 같은 정보를 수집하지 않습니다. 
1. 구직자 본인의 생년월일을 제외한 주민등록번호
2. 구직자 본인의 용모,키,체중 등의 신체적 조건 / 출신지역,혼인여부,재산 / 직계 존비속 및 형제자매의 학력,직업,재산",['https://www.saraminimage.co.kr/?url=http://www.nterway.com/job_email/ry.png'],"[채용 공고 내용]
채용인원: 정보 없음
학력: 정보 없음
근무형태: 정보 없음
근무일시: 정보 없음
근무지역: 서울
전형절차: 정보 없음
접수기간: 정보 없음
접수방법: 담당자명 류정현 이사에게 전화(02-6281-5077) 또는 웹사이트(www.nterway.com)를 통해 접수
이력서양식: MS WORD 파일로 제출 (이력서 - 경력상세 및 자소서 포함)

[채용 공고 주요 내용]
- 주요 업무: 
  - 예산에 맞춘 다양한 광고 매체(Media Mix 및 Simulation) 운영
  - 광고 매체 및 고객 특성에 따른 광고 소재 기획 및 트렌디한 소재 개발
  - 광고 매체 운영 관리 및 실시간 데이터 기반으로 광고 효율 최적화
  - 매체별 신규 소재 또는 USP 테스트 및 성과 측정
  - 광고 성과 분석 및 리소스 효율 최적화

- 자격 요건:
  - 현지 인플루언서, 퍼포먼스 마케팅 3년 이상 경력
  - 현지 대행사 협업 경험
  - 퍼포먼스 광고 소재 제작 경험
  - SNS 광고에서 성과 개선 경험
  - 영어 의사소통 가능 및 영미 문화권에 익숙한 분

- 우대 사항: 정보 없음"
rec-50214896,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=c3BHeWp2VHdVUzF3UkpncG5QZS91UT09,국내 색조 Top-tier 제조기업 - 퍼포먼스 마케팅 매니저(미주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214896,"['디지털마케팅', '온라인마케팅', '퍼포먼스마케팅']","1. 개요
• 직무명: 경영관리/총무
• 근무지: 서울 동대문구, 대한민국 (제기역 1번 출구 바로 앞) / 3개월 이내 회사 이전 계획 있음 (서울)
• 고용 형태: 정규직 (수습 3개월) 사세확장에 따른 인력 충원


2. 주요 업무:
• 사내 자산 및 비품 관리
• 문서 및 계약서 관리
• 자산 및 비품 등 구매 관리
• 복리후생 관련 업무
• 기타 총무 업무 전반
• 국책과제 담당자 (서류 전반)


3. 우대 사항
• 총무 업무 경험자
• 국책과제(정부과제) 관리 경험자
• 원활한 소통 및 대인관계 역량 보유
• 기본 OA 및 IT활용 역량 보유

4. 혜택 및 복지
• 유연 근무제
• 건강 검진 지원
• 자기 개발 지원 (교육비, 도서비 등)
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)17시 00분 ~ 2025년 04월 10일 (목) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",,"[채용 공고 내용]
채용인원: 정보 없음
학력: 정보 없음
근무형태: 정규직 (수습 3개월)
근무일시: 정보 없음
근무지역: 서울 동대문구, 대한민국 (제기역 1번 출구 바로 앞) / 3개월 이내 회사 이전 계획 있음 (서울)
전형절차: 서류전형 → 1차면접 → 최종합격
접수기간: 2025년 03월 11일 (화)17시 00분 ~ 2025년 04월 10일 (목) 23시 59분
접수방법: 사람인 입사지원
이력서양식: 사람인 이력서 양식

[채용 공고 주요 내용]
- 주요 업무: 
  • 사내 자산 및 비품 관리
  • 문서 및 계약서 관리
  • 자산 및 비품 등 구매 관리
  • 복리후생 관련 업무
  • 기타 총무 업무 전반
  • 국책과제 담당자 (서류 전반)

- 자격 요건: 정보 없음

- 우대 사항: 
  • 총무 업무 경험자
  • 국책과제(정부과제) 관리 경험자
  • 원활한 소통 및 대인관계 역량 보유
  • 기본 OA 및 IT활용 역량 보유"
rec-50214936,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=alkwUE4xQ0pVaVlmTzlOUGQwSjlDQT09,경영관리/총무(신입~3년) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214936,"['전산총무', '경영지원', '경영관리']","당사 (주)코스모스로지스는 2019년에 설립된 회사로 24년 매출액 11억 4,593만원, 사원수 15명 규모의 중소기업입니다. 현재 법인 주소지는 코스모스물류센터 주소지인 경기도 안성시 죽산면 걸미로 723-9로 등록 되어 있으며, 부동산개발, 부동산컨설팅, 냉동,냉장,상온 물류센터 운영 및 물류대행 사업을 영위하고 법인회사 있습니다.



[모집분야] (주)코스모스로지스 사무(경리)보조 직원 채용

[근무지] 서울 강서구 양천로 583 우림블루나인비즈

[주요업무]
- 사무실 내 전반적인 경리보조 업무를 수행합니다.
- 재무 및 회계 관련 문서정리 담당합니다.
- 단순 문서 작업 및 명세서, 영수증 정리를 합니다.
- 관계업체 손님 방문 및 공급업체와의 전화 및 이메일 응대를 수행합니다.
- 기타 행정 지원 업무를 수행합니다.

[자격요건]
- 고등학교 졸업 이상의 학력을 소지하신 분이어야 합니다.
- 기본적인 컴퓨터 활용 능력을 보유하신 분이어야 합니다.
- 경리 또는 회계 업무에 대한 이해도가 있으신 분이어야 합니다.
- 성실하고 책임감 있는 업무 태도를 지니신 분이어야 합니다.
- 원활한 의사소통 능력을 보유하신 분이어야 합니다.

[우대사항]
- 경리 또는 회계 관련 자격증을 소지하신 분을 우대합니다.
- 유관 업무 경험이 있으신 분을 우대합니다.
- ERP 시스템 사용 경험이 있으신 분을 우대합니다.
- 부동산 업종에 대한 이해도가 있으신 분을 우대합니다.
- 장기 근무 가능하신 분을 우대합니다.

[복리후생]
- 4대 보험이 제공됩니다.
- 연차 휴가 및 경조 휴가가 제공됩니다.
- 중식비 지원이 있습니다.
- 명절 및 특별 기념일에 대한 상여금 및 선물이 제공됩니다.
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)16시 00분 ~ 채용시 마감
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",,"[채용 공고 내용]
채용인원: 정보 없음
학력: 고등학교 졸업 이상
근무형태: 정보 없음
근무일시: 정보 없음
근무지역: 서울 강서구 양천로 583 우림블루나인비즈
전형절차: 서류전형, 1차 면접, 최종 합격
접수기간: 2025년 03월 11일 (화)16시 00분 ~ 채용시 마감
접수방법: 사람인 입사지원
이력서양식: 사람인 이력서 양식

[채용 공고 주요 내용]
- 주요 업무: 사무실 내 전반적인 경리보조 업무 수행, 재무 및 회계 관련 문서정리, 단순 문서 작업 및 명세서, 영수증 정리, 관계업체 및 공급업체와의 전화 및 이메일 응대, 기타 행정 지원 업무
- 자격 요건: 고등학교 졸업 이상, 기본적인 컴퓨터 활용 능력, 경리 또는 회계 업무 이해도, 성실하고 책임감 있는 업무 태도, 원활한 의사소통 능력
- 우대 사항: 경리/회계 관련 자격증 소지, 유관 업무 경험, ERP 시스템 사용 경험, 부동산 업종 이해도, 장기 근무 가능성

[복리후생]
- 4대 보험 제공
- 연차 휴가 및 경조 휴가 제공
- 중식비 지원
- 명절 및 특별 기념일에 대한 상여금 및 선물 제공"
rec-50214960,,(주)코스모스로지스 사무(경리)보조 직원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214960,"['경리', '경리사무원', '계산서발행', '부가세신고']",,['https://file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1227580'],"[채용 공고 내용]
채용인원: 정보 없음
학력: 정보 없음
근무형태: 정보 없음
근무일시: 정보 없음
근무지역: 정보 없음
전형절차: 정보 없음
접수기간: 정보 없음
접수방법: 정보 없음
이력서양식: 정보 없음

[채용 공고 주요 내용]
- 주요 업무: 정보 없음
- 자격 요건: 정보 없음
- 우대 사항: 정보 없음"
rec-50214965,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MUcramNhNU53Ly9sMDJNcmRXN2JmQT09,[피캄] 일본 인플루언서 마케터(인턴/경력) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214965,"['AE(광고기획자)', '엔터테인먼트', '영상제작', '영상편집', '포스트프로덕션']","*** 상담 실장님 모십니다. ***

청담동 명품거리에 위치하여, 리프팅 레이저(써마지, 울쎄라, 온다 등), 쁘띠 시술, 실리프팅과 비만 치료를 기본으로 하는 클리닉입니다.

저희 병원은 1인 원장님 시술로, 100% 예약제로만 운영되어, 시간당 1~2명 고객이 내원하는 프리미엄 클리닉으로 VIP 한분 한분 케어합니다.

근무강도가 높지 않고, 현재 계신 직원분들과 가족적인 분위기로 텃새 걱정없이 즐겁게 일할 수 있습니다.

편안한 분위기에서 재미있게 일하실분, 성격 밝고 활발하신분 환영하며, 한번 맺은 인연 같이 오랫동안 함께하고 싶습니다.

관련 자격증 보유자에 한해 지원 가능하며, 경력자는 직전 급여처우 보다 우대하여, 급여는 동종업계에서 최고대우를 해드립니다.



1) 모집 부분 : 상담 실장님 모집


* 모집 인원 : 1명


* 채용 부분 : 정규직 ( 수습기간 : 협의 )


* 자격 요건(필수) :
-. 피부과 상담경력 10년 이상 경력자
-. 청담동 클리닉 근무 경력자


* 우대 사항 :
-. 커뮤니케이션이 원활한 분 우대
-. 친절하고 밝은 성격의 성실하고 서비스 마인드가 있으신 분
-. 엑셀 및 문서작업 고급 수준 가능한 분 우대
-. 중국어, 영어, 일본어 등 가능하신 분 우대


* 담당 업무
-. 고객 상담 및 고객 관리 (인바운드 & 아웃바운드)
-. 전반적인 상담 운영 및 병원 스케쥴링 관리
-. 데스크 및 시술 어레인지 관리
-. 직원 및 교육 관리


2) 근무시간 : 주 40시간

3) 급여 조건
: 연봉 4500~6000, 경력 기간과 능력에 따른 차등 지급 ( 인센은 별도 지급 )
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)17시 00분 ~ 2025년 05월 10일 (토) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",,"[채용 공고 내용]
채용인원: 1명  
학력: 정보 없음  
근무형태: 정규직 (수습기간 협의)  
근무일시: 주 40시간  
근무지역: 청담동 명품거리  
전형절차: 서류전형, 1차 면접, 최종 합격  
접수기간: 2025년 03월 11일 (화) 17시 00분 ~ 2025년 05월 10일 (토) 23시 59분  
접수방법: 사람인 입사지원  
이력서양식: 사람인 이력서 양식  

[채용 공고 주요 내용]
- 주요 업무: 고객 상담 및 고객 관리 (인바운드 & 아웃바운드), 전반적인 상담 운영 및 병원 스케쥴링 관리, 데스크 및 시술 어레인지 관리, 직원 및 교육 관리  
- 자격 요건: 피부과 상담경력 10년 이상 경력자, 청담동 클리닉 근무 경력자  
- 우대 사항: 커뮤니케이션이 원활한 분, 친절하고 밝은 성격의 성실하고 서비스 마인드가 있으신 분, 엑셀 및 문서작업 고급 수준 가능한 분, 중국어, 영어, 일본어 등 가능하신 분  "
rec-50214966,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UXY0MzBEaE90eFFpNFRBaTFRQ0ZJUT09,"상담실장님 모십니다 (연봉 4500~6000, 경력차등)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214966,"['병원코디네이터', '상담실장', '성형외과', '피부과', '비만클리닉']","(주)리만코리아에서 다음과 같이 유능한 인재를 채용합니다.
2025. 03. 12 ~ 04. 10
모집부문
모집부문 주요업무 자격요건 및 우대사항
APAC
마케팅
ㆍ아시아 비즈니스 플랜과 연계한 마케팅 전략 실행
ㆍ아시아 마켓 현황 & 마케팅 결과 분석 및 보고
ㆍ아시아 마켓 대상 제품 프로모션
ㆍ아시아 마켓 대상 글로벌 캠페인 운영
ㆍ아시아 마켓 대상 비즈니스 툴 개발
ㆍ해외법인, 유관부서와의 커뮤니케이션 자격요건
ㆍ경력기간 : 최소 5 (년) ~ 최대 12 (년)
ㆍ영어에 능통하신 분
ㆍ제품 프로모션 및 마케팅 캠페인 운영에
    경험이 있으신 분
ㆍ아시아 시장 및 문화적 다양성에 대한 깊은 이해
ㆍ마케팅 전략분석 및 보고에 경험이 있으신 분

우대사항
ㆍMLM / 방문판매 / 화장품 /
    소비재 마케팅 커뮤니케이션 경험자
ㆍ아시아 국가들의 이해도가 있으신 분
    (거주/유학/장기출장 등)
근무조건
ㆍ근무형태 : 정규직
ㆍ근무지역 : 서울 강남구
복리후생
전형절차
접수기간 및 방법
ㆍ접수기간 : 2025년 04월 10일 마감
ㆍ접수방법 : 사람인 온라인 입사지원
ㆍ이력서양식 : 사람인 온라인 입사지원서
기타사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
 ","['https://www.saraminimage.co.kr/recruit/os_hk_25/09_riman_tit_250311.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit9/03_a_icon02_241217.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit9/03_a_icon02_241217.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit9/03_a_icon02_241217.png', 'https://www.saraminimage.co.kr/recruit/os_sk_01/06_riman_img_241122.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit9/03_a_icon02_241217.png', 'https://www.saraminimage.co.kr/recruit/os_hk_25/09_riman_step_25031103_b04_step_.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit25/03_a_1_img_s_bg1_241223.gif', 'https://www.saraminimage.co.kr/recruit/bbs_recruit9/03_a_icon02_241217.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit9/03_a_icon02_241217.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit7/watermark_match_white.png']","[채용 공고 내용]  
채용인원: 정보 없음  
학력: 정보 없음  
근무형태: 정규직  
근무일시: 정보 없음  
근무지역: 서울 강남구  
전형절차: 정보 없음  
접수기간: 2025년 03월 12일 ~ 2025년 04월 10일  
접수방법: 사람인 온라인 입사지원  
이력서양식: 사람인 온라인 입사지원서  

[채용 공고 주요 내용]  
- 주요 업무:  
  ㆍ아시아 비즈니스 플랜과 연계한 마케팅 전략 실행  
  ㆍ아시아 마켓 현황 & 마케팅 결과 분석 및 보고  
  ㆍ아시아 마켓 대상 제품 프로모션  
  ㆍ아시아 마켓 대상 글로벌 캠페인 운영  
  ㆍ아시아 마켓 대상 비즈니스 툴 개발  
  ㆍ해외법인, 유관부서와의 커뮤니케이션  

- 자격 요건:  
  ㆍ최소 5년에서 최대 12년의 경력  
  ㆍ유창한 영어 실력  
  ㆍ제품 프로모션 및 마케팅 캠페인 운영 경험  
  ㆍ아시아 시장 및 문화적 다양성에 대한 깊은 이해  
  ㆍ마케팅 전략 분석 및 보고 경험  

- 우대 사항:  
  ㆍMLM, 방문판매, 화장품, 소비재 마케팅 커뮤니케이션 경험  
  ㆍ아시아 국가들에 대한 이해(거주, 유학, 장기출장 등)  "
